id,title,altered_context,altered_question,answer,is_impossible
56d1034017492d1400aab724,ڪني_ويسٽ,ويسٽ جو اهم لمحو هڪ سال بعد 23 آڪٽوبر 2002 تي پيش آيو، جڏهن، ڪيليفورنيا جي رڪارڊنگ اسٽوڊيو مان دير سان سيشن کان پوءِ گهر موٽي رهيو هو، هو اسٽيئرنگ وهيل تي اوندهه ۾ بيهي رهيو ۽ هڪ جاني نقصان واري ڪار حادثي ۾ ملوث هو. حادثي جي نتيجي ۾ هڪ ٽٽل جبڙو، جنهن کي ٻيهر تعميراتي سرجري دوران وائر بند ڪرڻ جي ضرورت هئي. ان واقعي مغرب کي متاثر ڪيو؛ اسپتال ۾ داخل ٿيڻ کان ٻه هفتا پوءِ، هن رڪارڊ پلانٽ اسٽوڊيو ۾ هڪ ٽريڪ رڪارڊ ڪيو، هن جي جبڙي اڃا تائين متحرڪ هئي. ٽريڪ، ٿرو دي وائر، حادثي کانپوءِ اولهه جي آزمائش کي عڪاسي ڪري ٿو، ۽ هن جي پهرين البم کي شڪل ڏيڻ ۾ اهم ڪردار ادا ڪيو، جڏهن کان اولهه جي نقطه نظر ۾، سڀني وڏن فنڪارن پنهنجا تجربا بيان ڪيا آهن. هن چيو ته البم منهنجي علاج جي طور تي ڪم ڪيو، جيئن رڪارڊ تي ڌيان ڏيڻ هن جي ذهن کي تڪليف کان هٽائي ڇڏيو. دي وائر جي ذريعي شروعاتي طور تي ويسٽ جي Get Well Soon... mixtape تي ظاهر ٿيو، جيڪو ڊسمبر 2002 ۾ شروع ڪيو ويو. ساڳئي وقت، ويسٽ انڪشاف ڪيو ته هو ڪاليج ڊراپ آئوٽ جي عنوان سان هڪ البم ٺاهي رهيو آهي، عام پيغام سان گڏ توهان جي پنهنجي چونڊ ڪرڻ لاء. سماج کي حڪم ڏيڻ جي اجازت نه ڏيو، &#39;اهو اهو آهي جيڪو توهان کي ڪرڻو پوندو.&#39;,ڊسمبر 2002 ۾ جاري ڪيل ميڪ ٽيپ ڪني جو عنوان ڇا هو؟,جلد ٺيڪ ٿيو,False
56d1091117492d1400aab7bf,ڪني_ويسٽ,"ويسٽ جو ٽيون اسٽوڊيو رڪارڊ، گريجوئيشن، خاص ڌيان حاصل ڪيو جڏهن ان جي لانچ جي تاريخ اولهه کي ريپر 50 سينٽ جي ڪرٽس سان سيلز جي مقابلي ۾ رکيو. سيپٽمبر 2007 ۾ انهن جي رليز جي پٺيان، گريجوئيشن وڪرو ۾ ڪرٽس کي وڏي مقدار ۾ اڳتي وڌايو، يو ايس بل بورڊ 200 چارٽ جي چوٽي تي ڊيبيو ڪيو ۽ ان جي شروعاتي هفتي ۾ 957,000 ڪاپيون منتقل ڪيون. گريجوئيشن هڪ ڀيرو ٻيهر ويسٽ جي نازڪ ۽ تجارتي فتحن جو سلسلو جاري رکيو، ۽ البم جي ليڊ سنگل، اسٽرانگر، ريپر کي سندس ٽيون نمبر-ون ڪاميابي حاصل ڪئي. Stronger، جيڪو فرانسيسي اليڪٽرونڪ جوڙو Daft Punk مان هڪ نمونو پيش ڪري ٿو، نه رڳو ٻين هپ هاپ فنڪارن کي متاثر ڪيو ويو آهي ته جيئن انهن جي ٽريڪز ۾ گهر ۽ اليڪٽرانڪا اسٽائل کي ملائي، پر ان ۾ ڊسڪو ۽ اليڪٽررو-انفيوز ٿيل آوازن جي بحاليءَ ۾ پڻ مدد ڪري. 2000 جي آخر ۾. XXL کان بين ڊيٽرڪ ذڪر ڪيو ته 50 سينٽ جي ڪرٽس ۽ ويسٽ جي گريجوئيشن جي وچ ۾ وڪرو جي رقابت جو نتيجو هپ هاپ جي رفتار کي نئين سر ترتيب ڏيڻ ۽ ريپرز جي نئين لهر کي چالو ڪرڻ ۾ مددگار هو جيڪي هارڊ ڪور-گينگسٽر آرڪيٽائپ سان مطابقت نه رکندا هئا، بيان ڪندي، جيڪڏهن. هپ-هاپ جي ارتقائي هدايت جي نشاندهي ڪرڻ لاءِ ڪڏهن به هڪ اهم لمحو هو، اهو ٿي سگهي ٿو اهو واقع ٿيو جڏهن 50 سينٽ 2007 ۾ ڪني سان مقابلو ڪيو ته اهو طئي ڪيو ته ڪهڙو البم وڌيڪ وڪرو حاصل ڪندو.",گريجوئيشن کان ڪني جي شروعاتي رليز ۾ ڪهڙي ميوزڪ جوڙو شامل ڪيو ويو؟,ڊافٽ پنڪ,False
56d10b8517492d1400aab7f0,ڪني_اولهه,ويسٽ جي تڪراري قسط ايندڙ سال 2009 MTV وڊيو ميوزڪ ايوارڊز ۾ سندس سڀ کان اهم تڪرار هو، جنهن جي نتيجي ۾ موسيقي جي شعبي ۾ وسيع شور مچايو ويو. تقريب دوران، ويسٽ اسٽيج تي اچي بيٺو ۽ وڪٽر ٽيلر سوئفٽ کان مائڪرو فون هٿ ڪري اعلان ڪيو ته، ان جي بدران، بيونس جي وڊيو فار سنگل ليڊيز (پٽ اي رِنگ آن اِٽ)، جنهن کي ساڳئي ايوارڊ لاءِ نامزد ڪيو ويو هو، ان ۾ شامل هئي سڀ کان وڏي وڊيوز. ٺاهيل. هن کي بعد ۾ هن جي رويي سبب پروگرام جي باقي مان هٽايو ويو. ليڊي گاگا سان ويسٽ جو دورو اٿل پٿل جي نتيجي ۾ منسوخ ڪيو ويو، ۽ اهو تاثر ڏنو ويو ته اهو واقعو شايد 808s ۽ هارٽ بريڪ جي 52 هين گريمي ايوارڊز ۾ نامزدگين جي غير موجودگي ۾ حصو ورتو هجي.,ڪني جو سڀ کان اهم تڪرار ڪهڙو سال ٿيو؟,2009,False
56d10dc217492d1400aab82e,ڪني_اولهه,Coachella 2011 ۾ هڪ نمايان ڪارڪردگيءَ کان پوءِ، جنهن کي هالي ووڊ رپورٽر هڪ بهترين هپ-هاپ شو مان سمجهي ٿو، ويسٽ شروع ڪيو گڏيل البم Watch the Throne گڏو گڏ Jay-Z. هڪ مارڪيٽنگ جي حڪمت عملي کي استعمال ڪندي جيڪو البم ڊجيٽل طور تي جاري ڪيو ان جي جسماني رليز کان ڪجهه هفتا اڳ، Watch the Throne هڪ ناياب وڏي ليبل رليز بڻجي ويو انٽرنيٽ جي دور ۾ ڪاميابيءَ سان هڪ لڪ کي ڊاج ڪرڻ لاءِ. نگس ان پيرس البم جي اعليٰ درجي جي سنگل طور اڀري، بلبورڊ هاٽ 100 تي پنجين نمبر تي اچي پهتو. 2012 ۾، ويسٽ 2012ع ۾ گڏ ڪيل البم ڪرول سمر جي پرڪشش ڪئي، جنهن ۾ سندس ليبل GOOD Music سان لاڳاپيل فنڪارن جا ٽريڪ شامل هئا. ظالم سمر چار سنگلز ٺاهيا، جن مان ٻه ان کي گرم 100 جي ٽاپ ٽوئنٽي ۾ شامل ڪيو: مرسي ۽ ڪلڪ. ويسٽ پڻ ساڳئي عنوان جي هڪ فلم تيار ڪئي جيڪا 2012 جي ڪنز فلم فيسٽيول ۾ هڪ ڪسٽم پيراميڊ جي شڪل واري اسڪريننگ پيليئن ۾ شروع ڪئي وئي جنهن ۾ ست اسڪرينون ڏيکاريون ويون.,ڪني 2011 ۾ ڪهڙي فيشن ۾ پرفارم ڪيو؟,ڪوچيلا,False
56d1162117492d1400aab8e6,ڪني_اولهه,ويسٽ جو پنجون اسٽوڊيو رليز، مائي بيوٽيفول ڊارڪ ٽوئسٽڊ فينٽيسي، نقادن طرفان ان جي غير معمولي انداز ۽ ويسٽ جي اڳئين چئن البم مان ان جي پهلوئن جي ميلاپ لاءِ سڃاتو ويو آهي. تفريحي هفتيوار جي سائمن ووزڪ-ليونسن جو مشاهدو ڪيو ويو آهي ته اهڙيون خاصيتون مختلف لمحن تي ٻيهر ظاهر ٿين ٿيون، خاص طور تي 2004 جي ڪاليج ڊراپ آئوٽ جو شاندار روح، مرحوم رجسٽريشن جو عظيم آرڪيسٽريشن، 2007 جي گريجوئيشن جي پالش طبيعت، ۽ جذباتي طور تي خراب ٿيل آواز 2008 جي اليڪٽررو آرٽس ۽ 08 جي جذباتي طور تي ختم ٿي وئي. . دي وليج وائيس جي شان فينسي ٻڌائي ٿو ته ويسٽ پنهنجي چونڊيل ساٿين جي صلاحيتن کي جذب ڪيو ۽ ڪڏهن ڪڏهن اڳئين رڪارڊن تي انهن جي مدد کي وڌايو، تعاون ڪندڙن ۽ عناصر کي نمايان ڪرڻ جهڙوڪ جون برائون فار ليٽ رجسٽريشن، ڊي جي ٽومپ فار گريجوئيشن، ۽ ڪڊ ڪڊي فار 808 ۽ هيٽ بريڪ.,ڪھڙي البم ڪڊ ڪدي کي ڪني سان گڏ ڏيکاريو؟,808s &amp; Heartbreak,False
56cf79be4df3c31400b0d80e,ڪني_ويسٽ,آگسٽ 2008 ۾، ويسٽ شڪاگو جي علائقي ۾ 10 Fatburger اسٽيبلشمينٽ شروع ڪرڻ جو ارادو ڪيو؛ افتتاحي هڪ رٿابندي ڪئي وئي ته سيپٽمبر 2008 ۾ آرلينڊ پارڪ ۾ ٻيو دڪان جنوري 2009 ۾ کوليو ويو، جڏهن ته ٽيون سائيٽ اڃا ظاهر ٿيڻو آهي، جيتوڻيڪ انتظام مڪمل ڪيا پيا وڃن. سندس ڪاروبار، KW Foods LLC، شکاگو ۾ فرنچائز جا حق حاصل ڪيا آخرڪار، 2009 ۾، صرف ٻه دڪان اصل ۾ آپريشن شروع ڪيا فيبروري 2011 ۾، ويسٽ بند ڪيو فٽبرگر اورلينڊ پارڪ ۾ واقع بعد ۾ ساڳئي سال، فائنل بيورلي آئوٽ پڻ بند ڪيو ويو.,ڪني شروع ڪيل کاڌي پيتي جو تعداد ڇا آهي؟,2,False
56d4647c2ccc5a1400d83132,ڪني_اولهه,ويسٽ، پنهنجي ماءُ سان گڏ، 2003 دوران شڪاگو ۾ ڪني ويسٽ فائونڊيشن قائم ڪئي، جيڪو ڊراپ آئوٽ ۽ ناخواندگي جي انگن اکرن کي منهن ڏيڻ جي مشن لاءِ وقف ڪيو ويو، جڏهن ته ڪميونٽي تنظيمن سان سهڪار ڪندي، محروم نوجوانن کي موسيقي جي تعليم تائين رسائي فراهم ڪرڻ لاءِ. 2007 ۾، ويسٽ ۽ فائونڊيشن مضبوط آمريڪن اسڪولن سان اتحاد ڪيو ان جي ايڊ جي جزو جي طور تي &#39;08 جي شروعات ۾. مهم جي ترجمان جي طور تي، ويسٽ تنظيم لاءِ عوامي خدمت جي اعلانن جي هڪ سلسلي ۾ نمايان ڪئي ۽ انهي سال آگسٽ ۾ هڪ لانچ فائيفٽ ڪنسرٽ منظم ڪيو.,ڇا اضافي مقصد ڌار ڌار ۽ اڻ پڙهيل انگن اکرن کان سواء ڪني ويسٽ فائونڊيشن کي وڌائڻ جو مقصد آهي؟,موسيقي جي تعليم,False
56d4647c2ccc5a1400d83134,ڪني_اولهه,ويسٽ، پنهنجي ماءُ سان گڏ، 2003 ۾ شڪاگو ۾ ڪني ويسٽ فائونڊيشن قائم ڪئي، جنهن جو مقصد ڊراپ آئوٽ ۽ خواندگيءَ جي مسئلن کي منهن ڏيڻ هو، جڏهن ته ڪميونٽي تنظيمن سان سهڪار ڪندي، محروم نوجوانن کي موسيقي جي تعليم تائين رسائي فراهم ڪرڻ لاءِ. 2007 ۾، ويسٽ ۽ فائونڊيشن مضبوط آمريڪن اسڪولن سان گڏ قوتن ۾ شامل ٿي پنھنجي ايڊ جي حصي طور &#39;08 جي شروعات. هن مهم جي ترجمان جي طور تي، ويسٽ تنظيم لاءِ عوامي خدمت جي اعلانن جي هڪ سلسلي ۾ نمايان ڪئي ۽ ساڳئي سال آگسٽ ۾ هڪ ابتدائي فنڊ گڏ ڪرڻ وارو ڪنسرٽ منظم ڪيو.,ايڊ ان 08 جي شروعات لاءِ ابتدائي ڪنسرٽ ڪهڙي مهيني دوران ڪيو ويو؟,آگسٽ,False
56cf7cb54df3c31400b0d843,ڪني_ويسٽ,ويسٽ ڪيترن ئي فنڊ گڏ ڪرڻ وارن، خيراتي ڪنسرٽس ۾ پڻ حصو ورتو آهي، ۽ هوريڪين ڪيٽرينا جي رليف لاءِ ڪميونٽي سروس ۾ مصروف آهي، ڪني ويسٽ فائونڊيشن، ملينز وڌيڪ موومينٽ، ”100 بليڪ مين آف آمريڪا، هڪ لائيو ارٿ ڪنسرٽ فنڊ ريزر، ورلڊ واٽر ڊي جي تقريب &quot;۽ مارچ، نائڪ ميراٿون، انهي سان گڏ هڪ ايم ٽي وي خاص مدد ڪندي عراق جنگ جي نوجوان ماهرين جيڪي مالي مشڪلاتن کي منهن ڏئي رهيا آهن ۽ PTSD کان پوء هڪ نئين شروعات. سندن گهر واپسي.,ڇا ڪي خيراتي نوڪريون آهن جن ۾ ڪني ويسٽ شامل آهي؟,آمريڪا جا 100 ڪاري مرد، هڪ لائيو ڌرتي ڪنسرٽ فائدو، ورلڊ واٽر ڊي ريلي,False
56cf818d234ae51400d9bdc6,ڪني_ويسٽ,8 فيبروري، 2015 تي، 57 هين سالياني گريمي ايوارڊز دوران، ويسٽ اسٽيج تي ويو جڏهن بيڪ البم آف دي ايئر لاءِ سندس ايوارڊ حاصل ڪري رهيو هو ۽ پوءِ اسٽيج ڇڏي ويو، هر ڪنهن کي يقين ڏياريو ته هو صرف مذاق ڪري رهيو هو. انعام جي تقريب جي پٺيان، ويسٽ هڪ انٽرويو ۾ چيو ته هو چوڌاري بيوقوف نه هو ۽ بيڪ کي تخليقيت جي ساراهه ڏيکارڻ گهرجي؛ هن کي پنهنجو انعام ”بيونسي“ کي ڏيڻ گهرجي ها 26 فيبروري 2015 تي، هن باضابطه طور تي Twitter ذريعي بيڪ کان معافي ورتي.,ڪني ڪنهن کي اعلان ڪيو ته بيڪ کي پنهنجي اعزاز کي ختم ڪرڻ گهرجي؟,بيونس,False
56d131ad17492d1400aabbd3,ڪني_ويسٽ,"19 جولاءِ 2013 تي، اولهه LAX کان روانو ٿي رهيو هو جڏهن ته ڪيترن ئي پاپرازي جي چوڌاري گهيرو ڪيو پيو وڃي. ويسٽ وڌيڪ مايوس ٿي ويو جيئن هڪ فوٽوگرافر ڊينيل راموس نالي مسلسل کانئس سوال ڪيو ته ماڻهن کي هن جي ڪمپني ۾ ڳالهائڻ کان ڇو منع ڪيو ويو آهي. ويسٽ وري رمارڪس ڏنائين، مون توکي چيو هو ته مون سان مشغول نه ٿيو، صحيح؟ ڇا توهان ڪوشش ڪري رهيا آهيو ته مون کي 250,000 ڊالر ۽ اهڙي قسم جو قرض ڏيڻ لاءِ توهان کي مارڻ ۽ ختم ڪرڻ لاءِ؟ تنهن کان پوء، هن ٻڌايو ته انسان تي ڦوڪيو ۽ کيس ۽ سندس ڪئميرا ٻنهي کي پڪڙيو. اهو واقعو، TMZ پاران فلمايو ويو، سيڪنڊن جي معاملي ۾ منتقل ٿي ويو جيستائين هڪ عورت جو آواز ٻڌي سگهجي ٿو مغرب کي روڪڻ جي هدايت. ويسٽ پوءِ ان شخص کي پنهنجي ڪئميرا سميت آزاد ڪيو ۽ اتان روانو ٿي ويو. فوٽوگرافر جي باري ۾ واقعي واري هنڌ تي ڊاڪٽرن کي طلب ڪيو ويو جنهن کي پڪڙيو ويو هو. اهو اشارو ڪيو ويو ته اولهه ممڪن طور تي هن واقعي جي حوالي سان چوري جي ڪوشش جي الزامن کي منهن ڏئي سگهي ٿو. حالانڪه، الزامن کي بدعنواني جي بيٽري ۽ وڏي چوري جي ڪوشش ڪئي وئي. مارچ 2014 ۾، ويسٽ کي بدعنواني جي بيٽري جي سزا جي ڪري ٻن سالن جي پروبيشن کي انجام ڏيڻ جي سزا ملي ۽ 24 ڪاوڙ مينيجمينٽ ڪلاس مڪمل ڪرڻ، 250 ڪلاڪ ڪميونٽي سروس شروع ڪرڻ، ۽ راموس کي معاوضو ادا ڪرڻ جو پابند ڪيو ويو.",ڪيتري سالن تائين ڪني کي حڪم ڏنو ويو ته هن واقعي جي پٺيان جاچ مڪمل ڪرڻ لاء؟,2,False
56d1333517492d1400aabc10,ڪني_اولهه,اولهه جي وچولي طبقي جي پرورش، غير معمولي فيشن جي احساس، ۽ صاف طبيعت کيس ٻين ريپرز کان وڌيڪ ممتاز ڪيو آهي. هن جي سفر جي شروعات ۾، هو هپ هاپ جي اندر homophobia جي زبردست موجودگي جي مذمت ڪرڻ لاء اڳوڻو ريپرز مان هڪ هو. ريپر 50 سينٽ جي ڪرٽس ۽ ويسٽ جي گريجوئيشن جي وچ ۾ وڪرو ۾ رقابت هپ هاپ جي رفتار کي تبديل ڪري ڇڏيو ۽ نون فنڪارن لاءِ موقعا پيدا ڪرڻ ۾ مدد ڪئي جيڪي هارڊ ڪور-گينگسٽر آرڪيٽائپ سان مطابقت نه رکندا هئا. روزي سواش آف دي گارجين جي سيلز رقابت کي هپ-هاپ جي تاريخ ۾ هڪ اهم واقعو قرار ڏنو، جيئن هن گذريل ڏهاڪي دوران هپ هاپ جي مختلف رخن کي ظاهر ڪيو؛ اڳوڻن ناٽڪن ۾ گينگسٽا ريپ جي نمائندگي ڪئي، جڏهن ته مغرب دانشور جي متبادل طور سامهون آيو. رولنگ اسٽون هپ هاپ جي مرڪزي ڌارا ۾ انقلاب آڻڻ لاءِ ويسٽ کي مڃيو، هڪ انداز ۾ عڪاسي ڪندڙ اڃان پالش ٿيل ريپ جو انداز ٺاهيو [...]، ۽ هن کي 2000 جي ڏهاڪي جي سڀ کان دلچسپ ۽ پيچيده پاپ ستارن مان هڪ طور بيان ڪيو- هڪ ريپر جيڪو شاندار، بلند، ۽ هپ-هاپ جي دائري کي وڌايو، هڪ پروڊيوسر جنهن هڪ مخصوص آواز ٺاهي ۽ بعد ۾ ان کي پنهنجي لاء ڇڏي ڏنو. تقليد ڪندڙ، تعليم، ثقافت ۽ اقتصاديات تي وڏي بصيرت سان گڏ هڪ شاندار، شاندار خرچ ڪندڙ، هڪ انا پرست، پنهنجي دعوي جي حمايت ڪرڻ لاء ڪافي فني صلاحيت سان ليس. هن جي 2008 جي البم 808s ۽ هارٽ بريڪ ٻنهي سامعين ۽ نظرثاني ڪندڙن کي پنهنجي پهرين شروعات تي ورهائي ڇڏيو، پر ان جي باوجود هن تجارتي ڪاميابي حاصل ڪئي ۽ هپ هاپ ۽ پاپ اسٽائلسٽي طور تي متاثر ڪيو، جيئن هن فنڪار جي هڪ نئين نسل لاء بنياد قائم ڪيو، جيڪو گهڻو ڪري ذاتي موضوع جي حق ۾ روايتي ريپ برگيڊوڪيو کان پاسو ڪيو. ۽ عڪاسي، بشمول فرينڪ اوشن، دي ويڪنڊ، ڊريڪ، فيوچر، ڪڊ ڪڊي، چائلڊش گيمبينو، ليل ڊرڪ، چيف ڪيف، ۽ سولجا ڇوڪرو. XXL ميگزين جي بين ڊيٽرڪ جي مطابق، ويسٽ مؤثر طور تي فنڪارن جي نئين لهر جي اڳواڻي ڪئي، جهڙوڪ Kid Cudi، Wale، Lupe Fiasco، Kidz in the Hall، ۽ Drake، جن بندوق جي تشدد يا منشيات جي معاملي بابت ريپ ڪرڻ ۾ ٿوري دلچسپي يا صلاحيت ڏيکاري.,ڪير نوٽ ڪيو ته ڪني ويسٽ مؤثر طور تي فنڪار جي نئين نسل جي اڳواڻي ڪئي جيڪا صرف بندوق جي تشدد يا منشيات جي اسمگلنگ بابت ريپنگ تي ڌيان نه ڏني وئي؟,بين ڊيٽرڪ,False
56d0f72317492d1400aab6a5,ڪني_ويسٽ,مغرب جي صاف راءِ ۽ موسيقيءَ کان ٻاهر جي ڪوششن وڏي مرڪزي دلچسپي حاصل ڪئي آهي. هو انعام جي تقريب، سوشل نيٽ ورڪن ۽ مختلف عوامي هنڌن تي پنهنجي رويي جي ڪري اڪثر تڪرار ۽ عوامي امتحان جو ذريعو رهيو آهي. هن جي ڪجهه وڌيڪ قابل ذڪر تبصرن ۾ هن جو اهو بيان شامل آهي ته صدر جارج ڊبليو بش 2005 ۾ طوفان ڪيٽرينا جي مدد لاءِ لائيو ٽيليويزن تقريب دوران ڪاري ماڻهن جي حالت زار کان لاتعلق آهي، ۽ 2009 جي ايم ٽي وي وڊيو ميوزڪ ايوارڊز ۾ ڳائڻي ٽيلر سوئفٽ سان سندس خلل. ڊزائنر جي حيثيت ۾ ويسٽ جو ڪم نائيڪي، لوئس ويٽون ۽ APC سان گڏ ٻنهي ڪپڙن ۽ بوٽن تي شراڪت تي مشتمل آهي، خاص طور تي 2013 ۾ شروع ٿيندڙ ايڊيڊاس سان Yeezy سيزن جي تعاون جو.,ڪني ويسٽ ڪهڙو لباس ٺاهي ٿو؟,ڪپڙا ۽ بوٽ,False
56cffa20234ae51400d9c1c8,ٻڌ مت,ٻڌمت جون ٻه پرائمري موجوده شاخون عام طور تي عالمن پاران مڃيل آهن: Theravada (The School of Elders) ۽ Mahayana (The Great Vehicle). وجريانا، هندستاني سڌن ڏانهن منسوب تعليمات جو هڪ مجموعو، ٿي سگهي ٿو ٽين شاخ يا صرف مهايانا جو هڪ ذيلي مجموعو. Theravada سري لنڪا ۽ ڏکڻ اوڀر ايشيا ۾ هڪ اهم پيروي ڪري ٿو. مهايانا، جيڪو خالص زمين جي اسڪولن تي مشتمل آهي، زين، نيچرين ٻڌمت، شنگون، ۽ ٽيانٽي (ٽينڊائي)، سڄي اوڀر ايشيا ۾ ڳولي سگهجي ٿو. تبتي ٻڌمت، جيڪو اٺين صدي عيسويء جي هندستان کان وجريانا جي تعليمات کي برقرار رکي ٿو، هماليه، منگوليا ۽ ڪلميڪيا جي چوڌاري علائقن ۾ مشق ڪيو ويندو آهي. ٻڌ ڌرم جو تعداد اندازاً 488 ملين ۽ 535 ملين جي وچ ۾ آهي، جيڪو ان کي دنيا جي مکيه مذهبن مان هڪ بڻائي ٿو.,ڪهڙا اسڪول مهايانا ٻڌمت ۾ شامل آهن؟,خالص زمين، زين، نيچرين ٻڌمت، شنگون، ۽ ٽيانٽي (ٽينڊائي),False
56d1bc77e7d4791d009020f5,ٻڌ مت,Theravada ٻڌمت ۾، عظيم مقصد نروان جي اعليٰ حالت کي حاصل ڪرڻ آهي، جنهن کي نوبل ايٽ فولڊ پاٿ (جنهن کي ”مڊل پاٿ“ پڻ چيو ويندو آهي) جي مشق ذريعي محسوس ڪيو ويو آهي، ان ڪري ان کان بچي وڃي ٿو جنهن کي درد ۽ جنم جي چڪر طور سمجهيو وڃي ٿو. ان جي ابتڙ، مهايانا ٻڌ ڌرم، بودهيت حاصل ڪرڻ جي ڪوشش ڪري ٿو بوهستيوا طريقي سان، هڪ شرط جنهن ۾ هڪ شخص هن چڪر ۾ رهي ٿو ٻين کي روشنيءَ تائين پهچڻ ۾ مدد ڪرڻ لاءِ. تبتي ٻڌمت جو مقصد يا ته ٻڌمت يا قوس قزح جو جسم آهي.,نوبل ايٽ فولڊ پاٿ جو ٻيو نالو ڇا آهي؟,وچولي رستو,False
56d1c49ce7d4791d0090213b,ٻڌ مت,قديم لکڻين مان مليل اشارن مان اهو معلوم ٿئي ٿو ته سدھارٿ گوتم دنيا ۾ هڪ اهڙي سماج ۾ داخل ٿيو، جيڪو پنجين صدي قبل مسيح دوران اتر اوڀر هندستاني برصغير جي، مقام ۽ ثقافت جي لحاظ کان، ٻاهرئين پاسي واقع هو. اهو ممڪن طور تي هڪ معمولي جمهوريه هئي، جنهن ۾ هن جو پيء هڪ &quot;مقرر ڪيل ليڊر&quot;، يا هڪ oligarchical نظام هجي ها، جنهن صورت ۾ هن جو پيء اشرافيه جو هڪ طاقتور ميمبر هو.,جيڪڏهن سدھارٿ هڪ ننڍڙي جمهوريه ۾ رهندو هو، ته هن جو پيء ڇا ٿئي ها؟,چونڊيل سربراه,False
56d1c9c7e7d4791d0090219c,ٻڌ مت,ٻڌمت ۾، سمسارا کي جنم ۽ موت جي جاري چڪر جي طور تي بيان ڪيو ويو آهي، جيڪو عام مخلوقات جي لاڙو مان نڪرندو آهي پاڻ کي ۽ انهن جي تجربن سان. وڌيڪ واضح طور تي، سمسارا وجود جي ڇهن دائرن ۾ هڪ ٻيهر جنم کان ٻئي تائين مسلسل ترقي سان تعلق رکي ٿو، جتي هر دائري کي جسماني ڊومين يا ذهني حالت جي طور تي تفسير ڪري سگهجي ٿو جيڪو مخصوص قسم جي مصيبت سان نشان لڳل آهي. سمسارا ”آويديا“ (جاهليت) مان نڪرندو آهي ۽ ان جي خصوصيت ڏڪي (مصيبت، بيچيني، عدم اطمينان) آهي. ٻڌ ڌرم جي تعليمات موجب، سمسار کان آزاديءَ حاصل ڪرڻ، ٻڌ ڌرم جي راهه تي عمل ڪندي حاصل ڪري سگهجي ٿو.,سمسارا جو سبب ڇا آهي؟,avidya,False
56d08d0a234ae51400d9c37e,ٻڌ مت,ٻڌمت ۾، سمسارا زندگي ۽ موت جي جاري، ورجائيندڙ چڪر جي طور تي بيان ڪيو ويو آهي جيڪو عام مخلوقات جي منسلڪ ۽ خود ۽ انهن جي تجربن تي ٺهڪندڙ مان نڪرندو آهي. وڌيڪ خاص طور تي، سمسارا وجود جي ڇهن دائرن جي اندر هڪ ٻئي کان پوء هڪ بحالي جي ذريعي منتقلي جي عمل سان تعلق رکي ٿو، جتي هر دائري کي جسماني ڊومين يا ذهني حالت جي طور تي تفسير ڪري سگهجي ٿو. سمسارا ابديا (جاهل) مان نڪرندو آهي ۽ دکڪا (ڏک، پريشاني، عدم اطمينان) جي خاصيت آهي. ٻڌ ڌرم جي عقيدي موجب، سمسار کان نجات حاصل ڪري سگهجي ٿي ٻڌ ڌرم جي رستي تي عمل ڪندي.,ڊڪکا جي تعريف ڇا آهي؟,تڪليف ، پريشاني ، مايوسي,False
56d1247917492d1400aaba5f,ٻڌ مت,ٻڌ ڌرم ۾، ڪرما (سنسڪرت مان نڪتل آهي: عمل، ڪوشش) اها توانائي آهي جيڪا سنسار کي اڳتي وڌائي ٿي - هر جذباتي وجود لاءِ پريشاني ۽ ٻيهر جنم جو چڪر. نيڪ، مهارت وارا عمل (پالي: ڪوسالا) ۽ نقصانڪار، غير ماهر (Pāli: akusala) عمل دماغ ۾ ٻج پيدا ڪن ٿا جيڪي يا ته هن وجود ۾ يا مستقبل جي پيدائش ۾ ظاهر ٿين ٿا. منفي روين کان پاڪ رهڻ ۽ مثبت عملن کي اڳتي وڌائڻ جي مشق کي سيلا چيو ويندو آهي. ڪرما خاص طور تي جسم، تقرير، يا دماغ جي انهن عملن کي ظاهر ڪري ٿو جيڪي ذهني ارادي (&quot;cetanā&quot;) مان پيدا ٿين ٿا ۽ نتيجي ۾ هڪ اثر يا فلا ميوو يا ويپاڪ نتيجو آهي.,ڪرما جا عمل ڪٿان اچن ٿا؟,cetanā,False
